"Member","Fabric LATEST","Forge 1.12.2","Fabric 1.18.2","Forge 1.18.2"
"org.waveapi.api.content.items.MinecraftItems.BEE_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BLAZE_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CAT_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CAMEL_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CAVE_SPIDER_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHICKEN_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COD_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COW_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CREEPER_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DOLPHIN_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DONKEY_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DROWNED_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ELDER_GUARDIAN_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ENDER_DRAGON_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ENDERMAN_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ENDERMITE_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.EVOKER_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.FOX_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.FROG_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GHAST_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GLOW_SQUID_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOAT_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GUARDIAN_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.HOGLIN_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.HORSE_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.HUSK_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.IRON_GOLEM_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LLAMA_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MAGMA_CUBE_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MOOSHROOM_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MULE_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.OCELOT_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PANDA_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PARROT_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PHANTOM_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PIG_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PIGLIN_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PIGLIN_BRUTE_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PILLAGER_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.POLAR_BEAR_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PUFFERFISH_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RABBIT_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RAVAGER_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SALMON_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SHEEP_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SHULKER_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SILVERFISH_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SKELETON_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SKELETON_HORSE_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SLIME_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SNIFFER_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SNOW_GOLEM_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SPIDER_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SQUID_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRAY_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIDER_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.TADPOLE_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.TRADER_LLAMA_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.TROPICAL_FISH_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.TURTLE_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.VEX_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.VILLAGER_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.VINDICATOR_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WANDERING_TRADER_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WARDEN_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WITCH_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WITHER_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WITHER_SKELETON_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WOLF_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ZOGLIN_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ZOMBIE_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ZOMBIE_HORSE_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ZOMBIE_VILLAGER_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ZOMBIFIED_PIGLIN_SPAWN_EGG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.EXPERIENCE_BOTTLE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.FIRE_CHARGE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WRITABLE_BOOK -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WRITTEN_BOOK -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ITEM_FRAME -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GLOW_ITEM_FRAME -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.FLOWER_POT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CARROT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.POTATO -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BAKED_POTATO -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.POISONOUS_POTATO -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MAP -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOLDEN_CARROT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SKELETON_SKULL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WITHER_SKELETON_SKULL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PLAYER_HEAD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ZOMBIE_HEAD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CREEPER_HEAD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DRAGON_HEAD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PIGLIN_HEAD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHER_STAR -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PUMPKIN_PIE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.FIREWORK_ROCKET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.FIREWORK_STAR -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ENCHANTED_BOOK -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHER_BRICK -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PRISMARINE_SHARD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PRISMARINE_CRYSTALS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RABBIT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COOKED_RABBIT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RABBIT_STEW -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RABBIT_FOOT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RABBIT_HIDE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ARMOR_STAND -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.IRON_HORSE_ARMOR -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GOLDEN_HORSE_ARMOR -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DIAMOND_HORSE_ARMOR -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LEATHER_HORSE_ARMOR -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LEAD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NAME_TAG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COMMAND_BLOCK_MINECART -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MUTTON -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COOKED_MUTTON -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WHITE_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ORANGE_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MAGENTA_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LIGHT_BLUE_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.YELLOW_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LIME_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PINK_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GRAY_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LIGHT_GRAY_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CYAN_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PURPLE_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BLUE_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BROWN_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GREEN_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RED_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BLACK_BANNER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.END_CRYSTAL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHORUS_FRUIT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.POPPED_CHORUS_FRUIT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.TORCHFLOWER_SEEDS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BEETROOT -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BEETROOT_SEEDS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BEETROOT_SOUP -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DRAGON_BREATH -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SPLASH_POTION -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SPECTRAL_ARROW -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
